Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
HOMELY GUEST HOUSE,"GOLAHENAWATTE JUNCTION,MAHAWELA 21140,MATALE",9,Matale,Matale,Matale Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00993
KANDY PANORAMA RESORT,"NO. 352/H, DHARMARAJA MAWATHA, KANDY",10,Kandy,Kandy,Gagawata,80.655409,7.287736,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00994
KAVI GUEST HOUSE,"TRINCO ROAD, AMMATHANAWELY, KATHIRAWELY, VAKARAI",8,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00995
HORIZON HILL HOTEL,"NO.33,GOTABAYA MAWATHA,HUNUPITIYA,WATTALA",12,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.906688,6.982057,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00996
HOTEL BABIE & CATERS,"DALADAGAMA,BALALLA,MAHO",18,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.249934,7.810201,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00997
HEMADAN,"NO:25,RIVER AVENUE,ALUTHGAMA",10,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.997708,6.42923,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00998
KURULUKELAY INN,"NO. 17, ALBERT SENEVIRATNA MAWATHA, KEGALLE",8,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.334834,7.252171,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00999
MONTY GUEST,"C 32,1ST AVEUNE,AMPARA",42,Ampara,Ampara,Ampara Divisional Secretariat,81.67794,7.286339,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01000
HOTEL BRIDGE VIEW,"63/24,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA",21,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.710739,7.721854,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01001
HOTEL HESHANI,"NO:176/1,WALAWWATTE,KEGALLE",8,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.459473,7.140422,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01002
HOTEL CANBO,"NO.98,MAHIYANGANA ROAD,BIBILE",9,Moneragala,,Bibile Divisional Secretariat,81.222902,7.164342,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01003
KURUNDUWATTA HOLIDAY RESORT,"THOTUPOLA ROAD, PITIGALA",20,Galle,Galle,Niyagama Divisional Secretariat,80.222378,6.343892,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01004
NANDANA REST,"NO. 50, AVISSAWELLA ROAD, WELIVITA, KADUWELA",20,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01005
HOTEL HOME FEEL,"166, RAJA MAWATHA, UDAMMITA, JA-ELA",8,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01006
MATALE TOURIST GUEST HOUSE,"NO.145,M.C.ROAD,MATALE",5,Matale,Matale,Matale Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01007
NIPUNA REST,"NO.821,MEEPITIYA,KEGALLE.",5,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.367042,7.251071,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01008
THE NATURE'S RESORT,"NO. 80, PAHALA MABULA, MAWALGAMA ROAD, WAGA",8,Colombo,Colombo,Hanwella,80.127534,6.908823,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01009
REST HOUSE - MATHUGAMA,"NO.53,ALUTHGAMA ROAD,MATHUGAMA",14,Kalutara,Mathugama Pradeshiya Sabha,Mathugama Divisional Secretariat,80.116599,6.520195,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01010
MEZZALUNA REST,"12A,JAYA MAWATHA,WALANA,PANADURA",6,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01011
HOTEL NEPTUNE BAY,"YADDHIMULLA ROAD, UNAWATUNA, GALLE",12,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.245628,6.009925,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01012
LAKE SIDE TOURIST INN,"AKURUGODA,THISSAMAHARAMA",22,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.292314,6.284998,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01013
LAKHIRU HOLIDAY RESORT AND RESTAURANT,"NO:218/B,KURUKUTHTHALA,KADUGANNAWA",8,Kandy,Kandy,Udunuwara Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01014
LANKA INN TOURIST REST,"NO.67,DUMBARA ROAD,HATTON",11,Nuwara Eliya,Hatton-Dickoya,Nuwara Eliya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01015
LAKE REACH HOTEL,"NO.59, LOUIS PEIRIS MAWATHA, KANDY.",8,Kandy,Kandy,Kandy Divisional Secretariat,80.647375,7.289019,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01016
LIHINIYA SEA VIEW GUEST HOUSE,"39/A,DE SERAM ROAD,MOUNT LAVINIA",20,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01017
OASIS BEACH HOTEL,"NO.10/26,PORUTOTA ROAD,NEGOMBO",6,Gampaha,Gampaha,Negombo Divisional Secretariat,79.841541,7.23972,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01018
LOTUS REST,"162/19, WATHUREGAMA, AHUNGALLA",20,Galle,Galle,Balapitiya Divisional Secretariat,80.035455,6.305251,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01019
LUCKY STAR GUEST HOUSE,"31,TUDUWEWATTA GOYAMBOKKA,TANGALLE",9,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01020
PABASARA GUEST HOUSE,"PANSAL WATTE, BANGAMA ROAD, AKURESSA",5,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,80.474981,6.101911,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01021
OLD REST HOUSE,"OLD ELLA ROAD,WELLAWAYA",10,Moneragala,,Wellawaya Divisional Secretariat,81.101002,6.732293,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01022
PABASARA REST,"NO. 4/3, KOSWATTA, KIRIBATHGODA, KELANIYA",10,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.926224,6.976251,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01023
PAIVAS CITY HOTEL,"NO. 37, YATINUWARA VEEDIYA, KANDY",5,Kandy,Kandy,Ganewatta Divisional Secretariat,80.635766,7.293828,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01024
PARADISE INN,"NO. 238/2, NUWARA ELIYA ROAD, WELIMADA",5,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,80.60789,7.269178,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01025
PRI - KIN RESTAURANT & GUEST HOUSE,"NO:10, PORUTHOTA ROAD, ETHTHUKALA,NEGOMBO",5,Gampaha,Negombo,Negombo Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01026
PARADISE INN,"NO. 8, DANGOLLA ROAD,PERADENIYA",19,Kandy,Kandy,Gagawata,80.60789,7.269178,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01027
PARADISE REST,"NO. 76, REST HOUSE ROAD, NIKAWERATIYA.",14,Kurunegala,Nikaweratiya Pradeshiya Sabha,Nikaweratiya Divisional Secretariat,80.120044,7.751355,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01028
PULEY S BALMORAL HOTEL,"OPPOSITE TO RAILWAY STATION ,VAUNIYA.",14,Vavuniya,Vavuniya,Vavuniya,80.494247,8.753839,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01029
PARK VIEW HOLIDAY RESORT,"NO. 03, SITHULPAUWA ROAD, KATARAGAMA",11,Moneragala,,Moneragala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01030
HOTEL PARADISO,"406,GALLE ROAD,HIKKADUWA",1,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102908,6.128799,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01031
PUNSISI,"NO:207/4/A, MEEAMBEWATHNA ROAD,THIHARIYA, KALAGEDIHENA",12,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01032
PEACE HEAVEN INN,"NO. 18, PEELIPOTHAGAMA ROAD, BADULLA",7,Badulla,Badulla,Badulla Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01033
HOTEL RANDIV,"562/1A,KANDY RD,MEEPITIYA,KEGALLE",5,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.384047,7.281209,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01034
PEARL INN GUEST HOUSE,"POWER HOUSE LANE,MANALKUDIERAPPU,MULLAITIVU",5,Mullaitivu,Vavuniya,Vavuniya,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01035
REST HOUSE DENIYAYA,"REST HOUSE,DENIYAYA",4,Matara,Kotapola Pradeshiya Sabha,Kotapola Divisional Secretariat,80.557427,6.339833,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01036
PRASADA GUEST HOUSE,"NO:181/A, KANDY ROAD, PASYALA.",10,Gampaha,Gampaha Pradeshiya Sabha,Gampaha Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01037
PRASANNA GUEST HOUSE,"NO:1042,KANDY ROAD, ANURADHAPURA JUNTION,TRINCOMALEE",18,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.208747,8.585838,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01038
RAJ REST,"WORD NO. 7, PUTHUKUDIYIRUPPU, MULAITIVU",8,Mullaitivu,,,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01039
RAINBOW,"NO. 526, NEGOMBO ROAD, HANDALA, WATTALA",5,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01040
SIAM VIEW HOTEL,"ARUGAMBAY,POTTUVIL.",5,Ampara,Ampara,Pottuvil Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01041
SILVIKRIS,"32/9A,RAYMOND ROAD, NUGEGODA",5,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.882293,6.871275,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01042
SIYANCO HOLIDAY RESORT,"1ST CANAL ROAD,POLONNARUWA",17,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.99859,7.940886,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01043
RANGANA REST,"KANDY ROAD, WARAKAPOLA",6,Kegalle,Kegalle,Warakapola Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01044
SATHMALA ELLA,"GAMMADUWELA, PALLEGAMA, DENIYAYA",12,Matara,Matara,Matara Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01045
HINIDUMA REST HOUSE,"REST HOUSE,HINIDUMA",3,Galle,Galle,Thawalama Divisional Secretariat,80.320077,6.304647,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01046
SOLAR GARDEN RESTAURENT & GUEST HOUSE,"NO:86,GALLE ROAD,PIYADIGAMA,AHANGAMA.",5,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01047
RAN KETHA HOLIDAY INN,"DALADAGAMA, MAHAWA",22,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01048
SOROWWA RESORT & SPA,"LAKE ROAD,HABARANA.",22,Anuradhapura,Anuradhapura,Anuradhapura East,80.75079,8.040575,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01049
SENIC SUMMIT GUEST HOUSE,"102/132A, HEWAHETA ROAD, TALWATTE, KANDY",6,Kandy,Kandy,Kandy Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01050
STAR REST,"KANDY ROAD,PARANTHAN",6,Kilinochchi,,,80.407352,9.426661,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01051
SIDDHALEPA MEDICINAL HOUSE,"GANGULATANNA, ADAM'S PEAK ROAD,NALLATANNIYA",10,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01052
REST HOUSE - MORAGALA,"MORAGALA,MEEGAHATENNA",4,Kalutara,Walallawita Pradeshiya Sabha,Kalutara Divisional Secretariat,80.178349,6.461504,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01053
SENKADA REST,"NO 108, HEWAHATE ROAD,TALWATTE, KANDY",8,Kandy,Kandy,Kandy Divisional Secretariat,80.655699,7.28974,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01054
RANKETHA REST,"NO. 1108/A, MATUGAMA ROAD, NAGODA, KALUTARA",5,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01055
SERENE GARDEN,"173/5, RAJAPIHIALLA MAWATHA, KANDY",12,Kandy,Kandy,Kandy Divisional Secretariat,80.64412,7.284872,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01056
PUSSELLAWA REST HOUSE,"PUSSELLAWA REST HOUSE,PUSSELLAWA",3,Kandy,Kandy,Kandy Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01057
RANTHARU,"NO. 193/14, NEW TOWN, ARALAGANWILA",5,Polonnaruwa,Polonnaruwa,Dimbulagala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01058
GSH COLOMBO,"NO. 382, GALLE ROAD, COLOMBO 06",32,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.862452,6.867818,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01059
S.L.R.HOLIDAY HOME AND GUEST HOUSE,"NO:42,BATTICALOA ROAD, KALMUNAI",21,Ampara,Kalmunai,Kalmunai Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01060
THARANA GUEST HOUSE,"NO.28,GANGASIRIWATTA,SIRIMALWATTA,GUNNEPANA",5,Kandy,Kandy,Kundasale Divisional Secretariat,80.721233,7.289313,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01061
GIRIULLA RESORT,"SATHUTU UYANA ,NALLE, DIWULDENIYA.",20,Gampaha,Gampaha,Mirigama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01062
TANIYA NATURE RESORT,"PUTTALAM ROAD,KALPITIYA",14,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.744219,8.217138,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01063
AMBEPUSSA REST HOUSE,"AMBEPUSSA, WARAKAPOLA",6,Kegalle,Kegalle,Warakapola Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01064
SANA GUEST HOUSE,"NO:279,BARATHI NAGAR,MALLAVI,YOGAPURAM",5,Mullaitivu,Vavuniya,Vavuniya,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01065
THANU REST,"UDAYA NAGAR WEST ,OFF KANDY ROAD,KILLINOCHCHI",6,Kilinochchi,,,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01066
SANA GUEST HOUSE,"NO:105, KOLLAVILANKULAM, PALI NAGAR, VAVUNIKKULAM",5,Mullaitivu,Vavuniya,Vavuniya,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01067
THE ALBATROSS GOLFING & HOLIDAY RESORT,"C/O VICTORIA GOLF& COUNTRY RESORT,P.O. BOX 07,RAJAWELLA",5,Kandy,Kandy,Medadumbara Divisional Secretariat,80.772308,7.265746,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01068
MAHAGAMA REST HOUSE,"MAHAGAMA REST HOUSE, MAHAGAMA",4,Kalutara,Bulathsinhala Pradeshiya Sabha,Bulathsinhala Divisional Secretariat,80.159812,6.62073,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01069
REST HOUSE - ANAMADUWA,"REST HOUSE,ANAMADUWA",5,Puttalam,Anamaduwa Pradeshiya Sabha,Anamaduwa Divisional Secretariat,80.011116,7.903239,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01070
THE BELFRY GUEST HOUSE,"NO. 13/4, POLKATUWA, GALLE ROAD, BERUWALA",6,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985959,6.468166,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01071
ROSA RESTAURENT,"MAVADY MOOLAI ROAD, VADDU WEST, VADDUK KODDAI.",15,Jaffna,Jaffna,Jaffna Divisional Secretariat,79.946031,9.744691,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01072
THE VILLA HOTEL,"YADDHEMULLA,UNAWATUNA",6,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01073
ROYAL PARK INN,"36/1, DE SERAM RD, MT. LAVINIA",6,Colombo,Colombo,Ratmalana Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01074
TRI STAR BEACH HOTEL,"ARUGAMBAY,POTTUVIL",20,Ampara,Puttalam Pradeshiya Sabha,Pottuvil Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01075
POLGAHAWELA REST HOUSE,"NO. 76, KEGALLE ROAD, POLGAHAWELA",18,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,80.299345,7.331108,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01076
TISSA VILLAGE,"UDUWILA,THISSAMAHARAMA",6,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.285821,6.278132,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01077
VERONA HOTEL,"ZAVIER ROAD, WENNAPPUWA",10,Puttalam,Wennappuwa Pradeshiya Sabha,Chilaw Divisional Secretariat,79.83491,7.34757,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01078
ROYAL REST,"MANNAR ROAD, VEPPANKULAM, VAVUNIYA",7,Vavuniya,Vavuniya,Vavuniya,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01079
VICTORIA GOLF & COUNTRY RESORT,"P.O.BOX 07, RAJAWELLA",25,Kandy,Kandy,Kandy Divisional Secretariat,80.774256,7.265143,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01080
WATERS EDGE,"NO.316,ATHUL KOTTE ROAD,BATTARAMULLA",5,Colombo,Colombo,kaduwela Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01081
VISAKA HOTEL,"NO:34, SELLAKATARAGAMA ROAD, KATARAGAMA",22,Moneragala,Hambantota,Hambantota Divisional Secretariat,81.31888,6.420677,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01082
WET WATER RESORT,"NO.136/D,LUMBINIWATTA,JA-ELA ,GAMPAHA",12,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.95547,7.090865,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01083
RIVER GARDERN GUEST,BELIHULOYA,5,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01084
RICO SHADOW GUEST HOUSE & RESTAURENT,"KAMMALA NORTH, WAIKKALA",10,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.83965,7.298235,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01085
HOTEL WONDER BAR,"CHANDANA VILLA,ROBOLGODA,BENTHOTA",6,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.000133,6.411683,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01086
YATHUSAN GUEST HOUSE,"KADDUWAN ROAD, MALLAKAM, JAFFNA",5,Jaffna,Jaffna,Jaffna Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01087
ROYAL REST,"KANDY ROAD, MANGULLAM",6,Jaffna,Jaffna,Jaffna Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01088
WIJAYA HOLIDAY RESORT,"THALGAHAHENA ESTATE,EPITAWALA,KIRIELLA",12,Ratnapura,Ratnapura,Kiriella Divisional Secretariat,80.243828,6.743553,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01089
CLARION HUB,"NO: 1374, COLOMBO ROAD, KURANA, KATUNAYAKA.",20,Gampaha,Gampaha,Gampaha Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01090
YALA EDGE,"KOCHIPOTHANA, SITHULPAHUWA ROAD, KATHARAGAMA",5,Moneragala,Polonnaruwa,Moneragala Divisional Secretariat,81.38107,6.402011,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01091
PUBS AND PLACES,"1837, NEW GALLE ROAD, MORATUWA",5,Colombo,Moratuwa,Moratuwa Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01092
ROYAL PARK GUEST,"NO:121, GALA JUNCTION, KIRIBATHGODA",16,Colombo,Colombo,Colombo Divisional Secretariat,79.933777,6.984793,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01093
THE TALDUWA MANOR,"MALWATTE LEISURE RESORTS, TALDUWA ESTATE, IRRACHT DIIVISION, HATTON ROAD, DEHIOWITA",12,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.249924,6.974722,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01094
SPRING OF LIFE,"NO. 57/A, GANGABODA ROAD, WEWELA, PILIYANDALA",11,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.904251,6.803964,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01095
SUN N SEA HOTEL,"NO. 324, MATARA ROAD, GANAHENA, UNAWATUNA",10,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.252304,6.007165,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01096
COSY HOTEL & RESTAURANT,"NO.15,SIRAMPIYADI LANE,JAFFNA.",15,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.017311,9.667941,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01097
J.J.GUEST HOUSE,"KANDY ROAD,PALAI",6,Kilinochchi,Jaffna,Jaffna Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01098
HERITAGE GARDEN,"NO:687,GALLE ROAD,MOLLIGODA,WADDUWA,",5,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931446,6.66238,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01099
GOMEZ PLACE,"NO:22/6B,PORUTHOTA ROAD,ETTUKALA,NEGAMBO",11,Gampaha,Negombo,Negombo Divisional Secretariat,79.843826,7.240576,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01100
N T P GREEN HOUSE STAR,"MAIN STREET,PUTHUKKUDIYIRUPPU - 05, PUTHUKKUDIYIRUPPU",10,Batticaloa,Batticaloa,Manmunai Pattu Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01101
PENARA HOTEL AND RESTAURANT,"NO.779,WARAGODA ROAD, KELANIYA.",10,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01102
WALPOLA RESTAURANT & GUEST HOUSE,"WALPOLA RESTAURANT,ATUELA,PITABADDARA.",5,Matara,Pitabeddara Pradeshiya Sabha,Pitabeddara Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01103
HOTEL SHANTHI,"NO:114/1,MORAGOLLAGAMA ROAD,MAHO",14,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01104
HOTEL ALAKAMANDA,"NO:11/1,NAGASENA MAWATHA,ANURADHAPURA",6,Anuradhapura,Anuradhapura,Anuradhapura East,80.417471,8.308622,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01105
SHINE GUEST HOUSE & RESTAURANT,"NO:157/7,PADILIYATUDUWA ROAD,HUNUPITIYA,WATTALA",7,Gampaha,Gampaha,Mahara Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01106
HOTEL THE PARADISE,"PUTTALAM ROAD,WALAGANE,MASPOTHA.",6,Kurunegala,Kurunegala,Maspotha Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01107
BINURI HOTEL & GUEST HOUSE,"WADIYA WATTA,MAPALAGAMA,GALLE",12,Galle,Galle,Nagoda Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_01108
DECO ON FORTY FOUR,"NO:44,LIGHT HOUSE STREET,FORT,GALLE",7,Galle,Galle,Galle Divisional Secretariat,80.216486,6.026811,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_01109
DICKWELLA RESTAURANT,"NO:121/1,MAIN STREET,AMBALANTOTA",6,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,,,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_01110
